Date,Team,GoalsFor,GoalsAgainst,FTR,ShotsFor,ShotsAgainst,ShotsOnTargetFor,ShotsOnTargetAgainst,CornersFor,CornersAgainst,Points,IsHome,AvgGoalsFor_L5,AvgGoalsAgainst_L5,AvgShotsFor_L5,AvgShotsAgainst_L5,AvgShotsOnTargetFor_L5,AvgShotsOnTargetAgainst_L5,AvgCornersFor_L5,AvgCornersAgainst_L5,AvgPoints_L5,MatchesPlayed
2023-09-02,Tottenham,5,2,A,20,16,10,4,4,7,3,0,2.2,1.2,17.0,14.8,6.6,4.2,4.8,5.8,2.0,41
2023-09-16,Tottenham,2,1,H,28,7,10,5,15,2,3,1,3.0,1.0,16.6,15.8,7.0,4.2,4.0,6.8,2.6,42
2023-09-24,Tottenham,2,2,D,13,13,5,6,4,11,1,0,2.6,1.0,20.0,13.4,7.6,4.8,6.4,4.8,2.6,43
2023-09-30,Tottenham,2,1,H,24,12,8,4,12,5,3,1,2.6,1.0,19.0,13.8,7.4,4.8,6.0,6.4,2.6,44
2023-10-07,Tottenham,1,0,A,15,12,4,2,6,5,3,0,2.6,1.2,20.4,11.8,7.8,4.4,7.4,6.2,2.6,45
2023-10-23,Tottenham,2,0,H,15,10,5,3,3,5,3,1,2.4,1.2,20.0,12.0,7.4,4.2,8.2,6.0,2.6,46
2023-10-27,Tottenham,2,1,A,10,13,1,3,2,11,3,0,1.8,0.8,19.0,10.8,6.4,4.0,8.0,5.6,2.6,47
2023-11-06,Tottenham,1,4,A,8,17,5,8,1,6,0,1,1.8,0.8,15.4,12.0,4.6,3.6,5.4,7.4,2.6,48
2023-11-11,Tottenham,1,2,H,6,17,2,4,3,11,0,0,1.6,1.2,14.4,12.8,4.6,4.0,4.8,6.4,2.4,49
2023-11-26,Tottenham,1,2,A,18,15,8,5,9,3,0,1,1.4,1.4,10.8,13.8,3.4,4.0,3.0,7.6,1.8,50
2023-12-03,Tottenham,3,3,D,8,18,4,4,8,10,1,0,1.4,1.8,11.4,14.4,4.2,4.6,3.6,7.2,1.2,51
2023-12-07,Tottenham,1,2,A,23,11,7,5,8,4,0,1,1.6,2.4,10.0,16.0,4.0,4.8,4.6,8.2,0.8,52
2023-12-10,Tottenham,4,1,H,23,9,12,3,3,6,3,1,1.4,2.6,12.6,15.6,5.2,5.2,5.8,6.8,0.2,53
2023-12-15,Tottenham,2,0,A,12,15,6,1,4,6,3,0,2.0,2.0,15.6,14.0,6.6,4.2,6.2,6.8,0.8,54
2023-12-23,Tottenham,2,1,H,13,18,6,8,3,8,3,1,2.2,1.6,16.8,13.6,7.4,3.6,6.4,5.8,1.4,55
2023-12-28,Tottenham,2,4,H,19,15,3,9,6,7,0,0,2.4,1.4,15.8,14.2,7.0,4.2,5.2,6.8,2.0,56
2023-12-31,Tottenham,3,1,H,12,24,6,4,4,13,3,1,2.2,1.6,18.0,13.6,6.8,5.2,4.8,6.2,1.8,57
2024-01-14,Tottenham,2,2,D,16,9,6,2,13,8,1,0,2.6,1.4,15.8,16.2,6.6,5.0,4.0,8.0,2.4,58
2024-01-31,Tottenham,3,2,H,19,9,5,5,5,3,3,1,2.2,1.6,14.4,16.2,5.4,4.8,6.0,8.4,2.0,59
2024-02-03,Tottenham,2,2,D,9,14,6,5,5,9,1,0,2.4,2.0,15.8,15.0,5.2,5.6,6.2,7.8,2.0,60
2024-02-10,Tottenham,2,1,H,16,6,6,3,9,6,3,1,2.4,2.2,15.0,14.2,5.2,5.0,6.6,8.0,1.6,61
2024-02-17,Tottenham,1,2,A,15,12,4,7,10,4,0,1,2.4,1.6,14.4,12.4,5.8,3.8,7.2,7.8,2.2,62
2024-03-02,Tottenham,3,1,H,14,4,6,1,11,1,3,1,2.0,1.8,15.0,10.0,5.4,4.4,8.4,6.0,1.6,63
2024-03-10,Tottenham,4,0,A,9,10,5,1,4,6,3,0,2.2,1.6,14.6,9.0,5.4,4.2,8.0,4.6,2.0,64
2024-03-16,Tottenham,0,3,H,14,16,5,7,5,4,0,0,2.4,1.2,12.6,9.2,5.4,3.4,7.8,5.2,2.0,65
2024-03-30,Tottenham,2,1,H,17,7,4,3,3,6,3,1,2.0,1.4,13.6,9.6,5.2,3.8,7.8,4.2,1.8,66
2024-04-02,Tottenham,1,1,D,13,11,4,4,5,9,1,0,2.0,1.4,13.8,9.8,4.8,3.8,6.6,4.2,1.8,67
2024-04-07,Tottenham,3,1,H,17,13,7,6,12,2,3,1,2.0,1.2,13.4,9.6,4.8,3.2,5.6,5.2,2.0,68
2024-04-13,Tottenham,0,4,H,11,18,2,5,3,16,0,0,2.0,1.2,14.0,11.4,5.0,4.2,5.8,5.4,2.0,69
2024-04-28,Tottenham,2,3,A,14,9,2,3,8,6,0,1,1.2,2.0,14.4,13.0,4.4,5.0,5.6,7.4,1.4,70
2024-05-02,Tottenham,0,2,H,19,16,3,5,9,4,0,0,1.6,2.0,14.4,11.6,3.8,4.2,6.2,7.8,1.4,71
2024-05-05,Tottenham,2,4,H,11,25,6,13,3,8,0,0,1.2,2.2,14.8,13.4,3.6,4.6,7.4,7.4,0.8,72
2024-05-11,Tottenham,2,1,H,21,7,9,3,9,3,3,1,1.4,2.8,14.4,16.2,4.0,6.4,7.0,7.2,0.6,73
2024-05-14,Tottenham,0,2,A,10,8,5,5,7,4,0,1,1.2,2.8,15.2,15.0,4.4,5.8,6.4,7.4,0.6,74
2024-05-19,Tottenham,3,0,A,18,6,9,1,6,2,3,0,1.2,2.4,15.0,13.0,5.0,5.8,7.2,5.0,0.6,75
2024-08-19,Tottenham,1,1,D,15,7,7,3,13,2,1,0,1.4,1.8,15.8,12.4,6.4,5.4,6.8,4.2,1.2,76
2024-08-24,Tottenham,4,0,H,13,10,7,1,12,5,3,1,1.6,1.6,15.0,10.6,7.2,5.0,7.6,3.8,1.4,77
2024-09-01,Tottenham,1,2,H,20,9,6,3,12,7,0,0,2.0,0.8,15.4,7.6,7.4,2.6,9.4,3.2,2.0,78
2024-09-15,Tottenham,0,1,A,15,7,5,4,7,6,0,1,1.8,1.0,15.2,8.0,6.8,2.6,10.0,4.0,1.4,79
2024-09-21,Tottenham,3,1,H,23,6,10,6,9,4,3,1,1.8,0.8,16.2,7.8,6.8,2.4,10.0,4.4,1.4,80
2024-09-29,Tottenham,3,0,A,24,11,10,2,3,5,3,0,1.8,1.0,17.2,7.8,7.0,3.4,10.6,4.8,1.4,81
2024-10-06,Tottenham,2,3,H,13,11,3,4,7,4,0,0,2.2,0.8,19.0,8.6,7.6,3.2,8.6,5.4,1.8,82
2024-10-19,Tottenham,4,1,H,22,11,7,4,13,5,3,1,1.8,1.4,19.0,8.8,6.8,3.8,7.6,5.2,1.2,83
2024-10-27,Tottenham,0,1,H,11,14,3,6,8,8,0,0,2.4,1.2,19.4,9.2,7.0,4.0,7.8,4.8,1.8,84
2024-11-03,Tottenham,4,1,H,16,12,6,1,6,4,3,1,2.4,1.2,18.6,10.6,6.6,4.4,8.0,5.2,1.8,85
2024-11-10,Tottenham,1,2,A,17,8,5,3,12,2,0,1,2.6,1.2,17.2,11.8,5.8,3.4,7.4,5.2,1.8,86
2024-11-23,Tottenham,4,0,A,9,23,7,5,3,9,3,0,2.2,1.6,15.8,11.2,4.8,3.6,9.2,4.6,1.2,87
2024-12-01,Tottenham,1,1,D,8,14,3,6,7,11,1,1,2.6,1.0,15.0,13.6,5.6,3.8,8.4,5.6,1.8,88
2024-12-05,Tottenham,0,1,H,12,21,4,8,9,5,0,0,2.0,1.0,12.2,14.2,4.8,4.2,7.2,6.8,1.4,89
2024-12-08,Tottenham,3,4,A,13,17,5,8,5,10,0,1,2.0,1.0,12.4,15.6,5.0,4.6,7.4,6.2,1.4,90
2024-12-15,Tottenham,5,0,A,18,9,9,3,5,2,3,0,1.8,1.6,11.8,16.6,4.8,6.0,7.2,7.4,0.8,91
2024-12-22,Tottenham,3,6,A,9,24,5,12,7,5,0,1,2.6,1.2,12.0,16.8,5.6,6.0,5.8,7.4,1.4,92
2024-12-26,Tottenham,0,1,H,13,10,4,3,7,2,0,0,2.4,2.4,12.0,17.0,5.2,7.4,6.6,6.6,0.8,93
2024-12-29,Tottenham,2,2,D,13,11,3,3,5,5,1,1,2.2,2.4,13.0,16.2,5.4,6.8,6.6,4.8,0.6,94
2025-01-04,Tottenham,1,2,A,13,14,4,4,9,10,0,1,2.6,2.6,13.2,14.2,5.2,5.8,5.8,4.8,0.8,95
2025-01-15,Tottenham,1,2,H,10,14,2,4,4,10,0,0,2.2,2.2,13.2,13.6,5.0,5.0,6.6,4.8,0.8,96
2025-01-19,Tottenham,2,3,H,11,12,6,6,8,3,0,0,1.4,2.6,11.6,14.6,3.6,5.2,6.4,6.4,0.2,97
2025-01-26,Tottenham,1,2,A,15,12,6,3,6,4,0,1,1.2,2.0,12.0,12.2,3.8,4.0,6.6,6.0,0.2,98
2025-02-02,Tottenham,2,0,A,13,20,2,4,3,10,3,0,1.4,2.2,12.4,12.6,4.2,4.0,6.4,6.4,0.2,99
2025-02-16,Tottenham,1,0,H,22,16,7,6,10,5,3,1,1.4,1.8,12.4,14.4,4.0,4.2,6.0,7.4,0.6,100
2025-02-22,Tottenham,4,1,A,10,17,6,5,4,4,3,0,1.4,1.4,14.2,14.8,4.6,4.6,6.2,6.4,1.2,101
2025-02-26,Tottenham,0,1,A,11,12,6,5,8,3,0,1,2.0,1.2,14.2,15.4,5.4,4.8,6.2,5.2,1.8,102
2025-03-09,Tottenham,2,2,D,12,17,4,8,3,6,1,1,1.6,0.8,14.2,15.4,5.4,4.6,6.2,5.2,1.8,103
2025-03-16,Tottenham,0,2,H,12,13,4,4,5,6,0,0,1.8,0.8,13.6,16.4,5.0,5.6,5.6,5.6,2.0,104
2025-04-03,Tottenham,0,1,H,8,11,2,5,6,4,0,0,1.4,1.2,13.4,15.0,5.4,5.6,6.0,4.8,1.4,105
2025-04-06,Tottenham,3,1,H,13,12,8,4,4,1,3,1,1.2,1.4,10.6,14.0,4.4,5.4,5.2,4.6,0.8,106
2025-04-13,Tottenham,2,4,H,11,13,4,5,4,1,0,0,1.0,1.4,11.2,13.0,4.8,5.2,5.2,4.0,0.8,107
2025-04-21,Tottenham,1,2,A,22,4,6,3,7,1,0,1,1.4,2.0,11.2,13.2,4.4,5.2,4.4,3.6,0.8,108
2025-04-27,Tottenham,1,5,H,8,25,3,8,2,8,0,0,1.2,2.0,13.2,10.6,4.8,4.2,5.2,2.6,0.6,109
2025-05-04,Tottenham,1,1,D,7,11,2,2,3,1,1,0,1.4,2.6,12.4,13.0,4.6,5.0,4.6,3.0,0.6,110
2025-05-11,Tottenham,0,2,A,8,23,1,10,4,8,0,1,1.6,2.6,12.2,13.0,4.6,4.4,4.0,2.4,0.8,111
2025-05-16,Tottenham,0,2,H,3,18,1,7,1,9,0,0,1.0,2.8,11.2,15.2,3.2,5.6,4.0,3.8,0.2,112
2025-05-25,Tottenham,1,4,A,4,23,2,8,2,11,0,1,0.6,2.4,9.6,16.2,2.6,6.0,3.4,5.4,0.2,113
2025-08-16,Tottenham,3,0,H,16,14,6,4,6,5,3,1,0.6,2.8,6.0,20.0,1.8,7.0,2.4,7.4,0.2,114
2025-08-23,Tottenham,2,0,A,12,10,5,4,2,7,3,0,1.0,1.8,7.6,17.8,2.4,6.2,3.2,6.8,0.8,115
2025-08-30,Tottenham,0,1,A,5,20,1,6,0,8,0,1,1.2,1.6,8.6,17.6,3.0,6.6,3.0,8.0,1.2,116
2025-09-13,Tottenham,3,0,A,14,7,5,4,13,2,3,0,1.2,1.4,8.0,17.0,3.0,5.8,2.2,8.0,1.2,117
2025-09-20,Tottenham,2,2,D,11,12,3,4,10,2,1,0,1.8,1.0,10.2,14.8,3.8,5.2,4.6,6.6,1.8,118
2025-09-27,Tottenham,1,1,D,10,9,3,3,10,9,1,1,2.0,0.6,11.6,12.6,4.0,4.4,6.2,4.8,2.0,119
2025-10-04,Tottenham,2,1,A,9,16,3,4,1,4,3,0,1.6,0.8,10.4,11.6,3.4,4.2,7.0,5.6,1.6,120
2025-10-19,Tottenham,1,2,A,9,8,3,2,6,6,0,1,1.6,1.0,9.8,12.8,3.0,4.2,6.8,5.0,1.6,121
2025-10-26,Tottenham,3,0,A,7,12,4,2,8,9,3,0,1.8,1.2,10.6,10.4,3.4,3.4,8.0,4.6,1.6,122
2025-11-01,Tottenham,0,1,A,3,15,1,9,6,5,0,1,1.8,1.2,9.2,11.4,3.2,3.0,7.0,6.0,1.6,123
2025-11-08,Tottenham,2,2,D,10,5,4,2,5,3,1,1,1.4,1.0,7.6,12.0,2.8,4.0,6.2,6.6,1.4,124
2025-11-23,Tottenham,1,4,H,3,17,2,8,1,4,0,0,1.6,1.2,7.6,11.2,3.0,3.8,5.2,5.4,1.4,125
2025-11-29,Tottenham,1,2,A,14,7,2,3,8,2,0,1,1.4,1.8,6.4,11.4,2.8,4.6,5.2,5.4,0.8,126
2025-12-02,Tottenham,2,2,D,8,19,2,7,8,11,1,0,1.4,1.8,7.4,11.2,2.6,4.8,5.6,4.6,0.8,127
2025-12-06,Tottenham,2,0,H,15,4,7,1,7,6,3,1,1.2,2.2,7.6,12.6,2.2,5.8,5.6,5.0,0.4,128
2025-12-14,Tottenham,0,3,H,6,15,1,6,3,3,0,0,1.6,2.0,10.0,10.4,3.4,4.2,5.8,5.2,1.0,129
2025-12-20,Tottenham,1,2,A,15,8,4,4,2,6,0,1,1.2,2.2,9.2,12.4,2.8,5.0,5.4,5.2,0.8,130
2025-12-28,Tottenham,1,0,A,8,15,4,2,2,3,3,0,1.2,1.8,11.6,10.6,3.2,4.2,5.6,5.6,0.8,131
2026-01-01,Tottenham,0,0,D,9,7,3,2,1,3,1,0,1.2,1.4,10.4,12.2,3.6,4.0,4.4,5.8,1.4,132
2026-01-04,Tottenham,1,1,D,13,10,5,3,3,5,1,1,0.8,1.0,10.6,9.8,3.8,3.0,3.0,4.2,1.4,133
2026-01-07,Tottenham,2,3,H,16,11,4,3,7,3,0,0,0.6,1.2,10.2,11.0,3.4,3.4,2.2,4.0,1.0,134
2026-01-17,Tottenham,1,2,A,21,17,6,4,11,5,0,1,1.0,1.2,12.2,10.2,4.0,2.8,3.0,4.0,1.0,135
2026-01-24,Tottenham,2,2,D,18,9,11,4,3,1,1,0,1.0,1.2,13.4,12.0,4.4,2.8,4.8,3.8,1.0,136
2026-02-01,Tottenham,2,2,D,12,15,6,3,3,4,1,1,1.2,1.6,15.4,10.8,5.8,3.2,5.0,3.4,0.6,137
2026-02-07,Tottenham,0,2,H,7,23,1,10,0,7,0,0,1.6,2.0,16.0,12.4,6.4,3.4,5.4,3.6,0.6,138
2026-02-10,Tottenham,1,2,A,16,21,2,5,2,12,0,1,1.4,2.2,14.8,15.0,5.6,4.8,4.8,4.0,0.4,139
2026-02-22,Tottenham,1,4,A,6,20,5,7,2,5,0,1,1.2,2.0,14.8,17.0,5.2,5.2,3.8,5.8,0.4,140
2026-03-01,Tottenham,1,2,H,13,18,1,4,8,5,0,0,1.2,2.4,11.8,17.6,5.0,5.8,2.0,5.8,0.4,141
2026-03-05,Tottenham,1,3,A,12,9,4,4,6,3,0,1,1.0,2.4,10.8,19.4,3.0,5.8,3.0,6.6,0.2,142
2026-03-15,Tottenham,1,1,D,13,17,7,4,4,3,1,0,0.8,2.6,10.8,18.2,2.6,6.0,3.6,6.4,0.0,143
2026-03-22,Tottenham,0,3,A,14,8,3,7,13,3,0,1,1.0,2.4,12.0,17.0,3.8,4.8,4.4,5.6,0.2,144
2026-04-12,Tottenham,0,1,H,11,13,7,2,6,2,0,0,0.8,2.6,11.6,14.4,4.0,5.2,6.6,3.8,0.2,145
2026-04-18,Tottenham,2,2,D,13,10,6,3,7,5,1,1,0.6,2.0,12.6,13.0,4.4,4.2,7.4,3.2,0.2,146
2026-04-25,Tottenham,1,0,A,11,11,2,2,5,5,3,0,0.8,2.0,12.6,11.4,5.4,4.0,7.2,3.2,0.4,147
2026-05-03,Tottenham,2,1,A,10,5,5,1,5,5,3,0,0.8,1.4,12.4,11.8,5.0,3.6,7.0,3.6,1.0,148
2026-05-11,Tottenham,1,1,D,16,11,3,4,14,2,1,1,1.0,1.4,11.8,9.4,4.6,3.0,7.2,4.0,1.4,149
2026-05-19,Tottenham,1,2,H,9,9,3,4,4,3,0,0,1.2,1.0,12.2,10.0,4.6,2.4,7.4,3.8,1.6,150
2026-05-24,Tottenham,1,0,H,21,8,6,3,6,2,3,1,1.4,1.2,11.8,9.2,3.8,2.8,7.0,4.0,1.6,151
2022-08-07,West Ham,0,2,A,6,14,1,2,1,4,0,1,,,,,,,,,,0
2022-08-14,West Ham,0,1,H,19,13,5,6,7,6,0,0,0.0,2.0,6.0,14.0,1.0,2.0,1.0,4.0,0.0,1
2022-08-21,West Ham,0,2,A,13,11,3,2,5,4,0,1,0.0,1.5,12.5,13.5,3.0,4.0,4.0,5.0,0.0,2
2022-08-28,West Ham,1,0,A,7,9,2,3,2,3,3,0,0.0,1.6666666666666667,12.666666666666666,12.666666666666666,3.0,3.3333333333333335,4.333333333333333,4.666666666666667,0.0,3
2022-08-31,West Ham,1,1,D,14,13,4,4,3,4,1,1,0.25,1.25,11.25,11.75,2.75,3.25,3.75,4.25,0.75,4
2022-09-03,West Ham,1,2,H,6,8,3,3,3,10,0,0,0.4,1.2,11.8,12.0,3.0,3.4,3.6,4.2,0.8,5
2022-09-18,West Ham,0,1,H,14,7,4,2,14,5,0,0,0.6,1.2,11.8,10.8,3.4,3.6,4.0,5.4,0.8,6
2022-10-01,West Ham,2,0,H,18,15,5,4,1,6,3,1,0.6,1.2,10.8,9.6,3.2,2.8,5.4,5.2,0.8,7
2022-10-09,West Ham,3,1,H,17,8,8,2,4,2,3,1,1.0,0.8,11.8,10.4,3.6,3.2,4.6,5.6,1.4,8
2022-10-16,West Ham,1,1,D,25,10,4,8,14,4,1,0,1.4,1.0,13.8,10.2,4.8,3.0,5.0,5.4,1.4,9
2022-10-19,West Ham,0,1,H,8,22,3,7,3,8,0,0,1.4,1.0,16.0,9.6,4.8,3.8,7.2,5.4,1.4,10
2022-10-24,West Ham,2,0,H,20,5,4,3,5,0,3,1,1.2,0.8,16.4,12.4,4.8,4.6,7.2,5.0,1.4,11
2022-10-30,West Ham,0,1,H,13,16,5,3,10,5,0,0,1.6,0.6,17.6,12.0,4.8,4.8,5.4,4.0,2.0,12
2022-11-06,West Ham,1,2,A,5,15,2,6,2,5,0,1,1.2,0.8,16.6,12.2,4.8,4.6,7.2,3.8,1.4,13
2022-11-12,West Ham,0,2,A,18,9,6,6,7,2,0,1,0.8,1.0,14.2,13.6,3.6,5.4,6.8,4.4,0.8,14
2022-12-26,West Ham,1,3,H,8,16,4,5,5,7,0,0,0.6,1.2,12.8,13.4,4.0,5.0,5.4,4.0,0.6,15
2022-12-30,West Ham,0,2,A,20,9,5,6,8,1,0,1,0.8,1.6,12.8,12.2,4.2,4.6,5.8,3.8,0.6,16
2023-01-04,West Ham,2,2,D,15,14,2,6,1,8,1,0,0.4,2.0,12.8,13.0,4.4,5.2,6.4,4.0,0.0,17
2023-01-14,West Ham,0,1,H,16,17,4,4,3,4,0,0,0.8,2.2,13.2,12.6,3.8,5.8,4.6,4.6,0.2,18
2023-01-21,West Ham,2,0,H,11,5,4,2,4,9,3,1,0.6,2.0,15.4,13.0,4.2,5.4,4.8,4.4,0.2,19
2023-02-04,West Ham,1,1,D,10,8,1,2,2,4,1,0,1.0,1.6,14.0,12.2,3.8,4.6,4.2,5.8,0.8,20
2023-02-11,West Ham,1,1,D,10,12,2,4,5,6,1,1,1.0,1.2,14.4,10.6,3.2,4.0,3.6,5.2,1.0,21
2023-02-19,West Ham,0,2,H,6,16,1,6,7,4,0,0,1.2,1.0,12.4,11.2,2.6,3.6,3.0,6.2,1.2,22
2023-02-25,West Ham,4,0,H,18,8,5,3,12,3,3,1,0.8,1.0,10.6,11.6,2.4,3.6,4.2,5.4,1.0,23
2023-03-04,West Ham,0,4,H,3,20,2,9,3,7,0,0,1.6,0.8,11.0,9.8,2.6,3.4,6.0,5.2,1.6,24
2023-03-12,West Ham,1,1,D,17,12,6,4,13,2,1,1,1.2,1.6,9.4,12.8,2.2,4.8,5.8,4.8,1.0,25
2023-04-02,West Ham,1,0,H,12,9,2,3,5,3,3,1,1.2,1.6,10.8,13.6,3.2,5.2,8.0,4.4,1.0,26
2023-04-05,West Ham,1,5,A,7,15,2,8,7,6,0,1,1.2,1.4,11.2,13.0,3.2,5.0,8.0,3.8,1.4,27
2023-04-08,West Ham,1,0,A,9,16,5,3,4,11,3,0,1.4,2.0,11.4,12.8,3.4,5.4,8.0,4.2,1.4,28
2023-04-16,West Ham,2,2,D,16,11,3,5,7,2,1,1,0.8,2.0,9.6,14.4,3.4,5.4,6.4,5.8,1.4,29
2023-04-23,West Ham,4,0,A,18,17,10,5,5,8,3,0,1.2,1.6,12.2,12.6,3.6,4.6,7.2,4.8,1.6,30
2023-04-26,West Ham,1,2,A,7,20,2,4,3,6,0,1,1.8,1.4,12.4,13.6,4.4,4.8,5.6,6.0,2.0,31
2023-04-29,West Ham,3,4,H,8,16,4,6,5,8,0,0,1.8,1.8,11.4,15.8,4.4,5.0,5.2,6.6,1.4,32
2023-05-03,West Ham,0,3,H,6,16,2,7,3,6,0,0,2.2,1.6,11.6,16.0,4.8,4.6,4.8,7.0,1.4,33
2023-05-07,West Ham,1,0,H,15,19,4,4,5,6,3,1,2.0,2.2,11.0,16.0,4.2,5.4,4.6,6.0,0.8,34
2023-05-14,West Ham,0,2,H,4,24,4,10,5,7,0,0,1.8,1.8,10.8,17.6,4.4,5.2,4.2,6.8,1.2,35
2023-05-21,West Ham,3,1,H,19,12,9,3,9,5,3,1,1.0,2.2,8.0,19.0,3.2,6.2,4.2,6.6,0.6,36
2023-05-28,West Ham,1,2,H,16,13,3,4,5,3,0,0,1.4,2.0,10.4,17.4,4.6,6.0,5.4,6.4,1.2,37
2023-08-12,West Ham,1,1,D,16,14,3,5,4,10,1,0,1.0,1.6,12.0,16.8,4.4,5.6,5.4,5.4,1.2,38
2023-08-20,West Ham,3,1,H,12,17,6,4,3,9,3,1,1.2,1.2,14.0,16.4,4.6,5.2,5.6,6.2,1.4,39
2023-08-26,West Ham,3,1,A,12,25,3,10,4,17,3,0,1.6,1.4,13.4,16.0,5.0,5.2,5.2,6.8,1.4,40
2023-09-01,West Ham,2,1,A,9,16,3,1,6,9,3,0,2.2,1.2,15.0,16.2,4.8,5.2,5.0,8.8,2.0,41
2023-09-16,West Ham,1,3,A,6,29,3,15,4,11,0,1,2.0,1.2,13.0,17.0,3.6,4.8,4.4,9.6,2.0,42
2023-09-24,West Ham,1,3,H,11,22,4,7,4,7,0,0,2.0,1.4,11.0,20.2,3.6,7.0,4.2,11.2,2.0,43
2023-09-30,West Ham,2,0,H,20,16,9,2,7,4,3,1,2.0,1.8,10.0,21.8,3.8,7.4,4.2,10.6,1.8,44
2023-10-08,West Ham,2,2,D,5,10,3,3,4,2,1,1,1.8,1.6,11.6,21.6,4.4,7.0,5.0,9.6,1.8,45
2023-10-22,West Ham,1,4,H,14,15,4,7,7,8,0,0,1.6,1.8,10.2,18.6,4.4,5.6,5.0,6.6,1.4,46
2023-10-29,West Ham,0,1,A,12,10,2,4,4,3,0,1,1.4,2.4,11.2,18.4,4.6,6.8,5.2,6.4,0.8,47
2023-11-04,West Ham,2,3,H,12,16,2,4,3,4,0,0,1.2,2.0,12.4,14.6,4.4,4.6,5.2,4.8,0.8,48
2023-11-12,West Ham,3,2,H,16,10,6,5,9,4,3,1,1.4,2.0,12.6,13.4,4.0,4.0,5.0,4.2,0.8,49
2023-11-25,West Ham,2,1,A,11,11,3,5,5,4,3,0,1.6,2.4,11.8,12.2,3.4,4.6,5.4,4.2,0.8,50
2023-12-03,West Ham,1,1,D,9,9,3,2,2,3,1,1,1.6,2.2,13.0,12.4,3.4,5.0,5.6,4.6,1.2,51
2023-12-07,West Ham,2,1,A,11,23,5,7,4,8,3,0,1.6,1.6,12.0,11.2,3.2,4.0,4.6,3.6,1.4,52
2023-12-10,West Ham,0,5,H,9,14,5,8,6,3,0,0,2.0,1.6,11.8,13.8,3.8,4.6,4.6,4.6,2.0,53
2023-12-17,West Ham,3,0,H,13,14,4,3,6,6,3,1,1.6,2.0,11.2,13.4,4.4,5.4,5.2,4.4,2.0,54
2023-12-23,West Ham,2,0,H,12,11,5,3,4,4,3,1,1.6,1.6,10.6,14.2,4.0,5.0,4.6,4.8,2.0,55
2023-12-28,West Ham,2,0,A,6,30,3,8,3,10,3,0,1.6,1.4,10.8,14.2,4.4,4.6,4.4,4.8,2.0,56
2024-01-02,West Ham,0,0,D,6,22,2,8,2,0,1,1,1.8,1.2,10.2,18.4,4.4,5.8,4.6,6.2,2.4,57
2024-01-21,West Ham,2,2,D,16,21,5,6,1,4,1,0,1.4,1.0,9.2,18.2,3.8,6.0,4.2,4.6,2.0,58
2024-02-01,West Ham,1,1,D,9,9,3,4,1,5,1,1,1.8,0.4,10.6,19.6,3.8,5.6,3.2,4.8,2.2,59
2024-02-04,West Ham,0,3,H,22,12,3,5,8,5,0,0,1.4,0.6,9.8,18.6,3.6,5.8,2.2,4.6,1.8,60
2024-02-11,West Ham,0,6,A,5,25,1,12,2,6,0,1,1.0,1.2,11.8,18.8,3.2,6.2,3.0,4.8,1.2,61
2024-02-17,West Ham,0,2,H,10,19,3,8,3,5,0,0,0.6,2.4,11.6,17.8,2.8,7.0,2.8,4.0,0.6,62
2024-02-26,West Ham,4,2,H,17,14,6,8,1,7,3,1,0.6,2.8,12.4,17.2,3.0,7.0,3.0,5.0,0.4,63
2024-03-02,West Ham,3,1,A,12,22,5,11,5,4,3,0,1.0,2.8,12.6,15.8,3.2,7.4,3.0,5.6,0.8,64
2024-03-10,West Ham,2,2,D,22,11,4,4,4,4,1,1,1.4,2.8,13.2,18.4,3.6,8.8,3.8,5.4,1.2,65
2024-03-17,West Ham,1,1,D,13,13,5,5,7,11,1,1,1.8,2.6,13.2,18.2,3.8,8.6,3.0,5.2,1.4,66
2024-03-30,West Ham,3,4,H,10,24,4,9,4,3,0,0,2.0,1.6,14.8,15.8,4.6,7.2,4.0,6.2,1.6,67
2024-04-02,West Ham,1,1,D,11,13,4,4,9,5,1,1,2.6,2.0,14.8,16.8,4.8,7.4,4.2,5.8,1.6,68
2024-04-06,West Ham,2,1,A,11,14,4,7,4,4,3,0,2.0,1.8,13.6,16.6,4.4,6.6,5.8,5.4,1.2,69
2024-04-14,West Ham,0,2,A,15,18,4,10,8,3,0,1,1.8,1.8,13.4,15.0,4.2,5.8,5.6,5.4,1.2,70
2024-04-21,West Ham,2,5,H,4,18,1,7,0,4,0,0,1.4,1.8,12.0,16.4,4.2,7.0,6.4,5.2,1.0,71
2024-04-27,West Ham,2,2,D,11,28,8,8,5,8,1,1,1.6,2.6,10.2,17.4,3.4,7.4,5.0,3.8,0.8,72
2024-05-05,West Ham,0,5,H,13,25,2,14,6,8,0,0,1.4,2.2,10.4,18.2,4.2,7.2,5.2,4.8,1.0,73
2024-05-11,West Ham,3,1,H,24,4,8,1,7,6,3,1,1.2,3.0,10.8,20.6,3.8,9.2,4.6,5.4,0.8,74
2024-05-19,West Ham,1,3,H,3,28,2,12,2,11,0,0,1.4,3.0,13.4,18.6,4.6,8.0,5.2,5.8,0.8,75
2024-08-17,West Ham,1,2,A,14,15,3,3,5,3,0,1,1.6,3.2,11.0,20.6,4.2,8.4,4.0,7.4,0.8,76
2024-08-24,West Ham,2,0,A,18,14,3,2,3,3,3,0,1.4,2.6,13.0,20.0,4.6,7.6,5.0,7.2,0.8,77
