Date,Team,GoalsFor,GoalsAgainst,FTR,ShotsFor,ShotsAgainst,ShotsOnTargetFor,ShotsOnTargetAgainst,CornersFor,CornersAgainst,Points,IsHome,AvgGoalsFor_L5,AvgGoalsAgainst_L5,AvgShotsFor_L5,AvgShotsAgainst_L5,AvgShotsOnTargetFor_L5,AvgShotsOnTargetAgainst_L5,AvgCornersFor_L5,AvgCornersAgainst_L5,AvgPoints_L5,MatchesPlayed
2024-09-21,Ipswich,1,1,D,13,11,6,3,10,2,1,0,0.5,1.75,6.25,15.5,2.0,5.0,3.25,8.75,0.5,4
2024-09-29,Ipswich,2,2,D,15,7,5,3,10,0,1,1,0.6,1.6,7.6,14.6,2.8,4.6,4.6,7.4,0.6,5
2024-10-05,Ipswich,1,4,H,9,23,2,13,5,5,0,0,1.0,1.6,9.2,12.4,3.4,4.2,6.2,5.4,0.8,6
2024-10-19,Ipswich,0,2,A,13,11,2,8,5,8,0,1,1.0,1.6,10.8,14.2,3.6,5.8,7.0,4.4,0.8,7
2024-10-26,Ipswich,3,4,H,11,20,5,9,5,5,0,0,0.8,1.8,11.2,14.6,3.2,6.6,6.4,4.8,0.6,8
2024-11-02,Ipswich,1,1,D,14,20,2,6,4,6,1,1,1.4,2.6,12.2,14.4,4.0,7.2,7.0,4.0,0.4,9
2024-11-10,Ipswich,2,1,A,8,17,3,5,2,12,3,0,1.4,2.6,12.4,16.2,3.2,7.8,5.8,4.8,0.4,10
2024-11-24,Ipswich,1,1,D,11,11,6,4,4,3,1,1,1.4,2.4,11.0,18.2,2.8,8.2,4.2,7.2,0.8,11
2024-11-30,Ipswich,0,1,H,7,12,3,5,7,8,0,0,1.4,1.8,11.4,15.8,3.6,6.4,4.0,6.8,1.0,12
2024-12-03,Ipswich,0,1,A,9,13,2,3,4,7,0,1,1.4,1.6,10.2,16.0,3.8,5.8,4.4,6.8,1.0,13
2024-12-08,Ipswich,1,2,A,18,22,5,6,6,13,0,1,0.8,1.0,9.8,14.6,3.2,4.6,4.2,7.2,1.0,14
2024-12-14,Ipswich,2,1,A,10,16,5,6,3,7,3,0,0.8,1.2,10.6,15.0,3.8,4.6,4.6,8.6,0.8,15
2024-12-21,Ipswich,0,4,A,10,15,2,7,2,1,0,1,0.8,1.2,11.0,14.8,4.2,4.8,4.8,7.6,0.8,16
2024-12-27,Ipswich,0,1,H,3,13,0,5,1,5,0,0,0.6,1.8,10.8,15.6,3.4,5.4,4.4,7.2,0.6,17
2024-12-30,Ipswich,2,0,H,9,20,6,5,4,7,3,1,0.6,1.8,10.0,15.8,2.8,5.4,3.2,6.6,0.6,18
2025-01-05,Ipswich,2,2,D,7,15,3,4,2,9,1,0,1.0,1.6,10.0,17.2,3.6,5.8,3.2,6.6,1.2,19
2025-01-16,Ipswich,0,2,A,5,11,3,5,1,9,0,1,1.2,1.6,7.8,15.8,3.2,5.4,2.4,5.8,1.4,20
2025-01-19,Ipswich,0,6,A,8,17,4,9,4,7,0,1,0.8,1.8,6.8,14.8,2.8,5.2,2.0,6.2,0.8,21
2025-01-25,Ipswich,1,4,H,3,16,3,6,4,3,0,0,0.8,2.2,6.4,15.2,3.2,5.6,2.4,7.4,0.8,22
2025-02-01,Ipswich,1,2,A,15,9,6,4,1,2,0,1,1.0,2.8,6.4,15.8,3.8,5.8,3.0,7.0,0.8,23
2025-02-15,Ipswich,1,1,D,4,25,3,6,1,16,1,0,0.8,3.2,7.6,13.6,3.8,5.6,2.4,6.0,0.2,24
2025-02-22,Ipswich,1,4,A,17,10,5,6,4,4,0,1,0.6,3.0,7.0,15.6,3.8,6.0,2.2,7.4,0.2,25
2025-02-26,Ipswich,2,3,H,12,10,3,6,6,5,0,0,0.8,3.4,9.4,15.4,4.2,6.2,2.8,6.4,0.2,26
2025-03-08,Ipswich,0,1,H,15,19,8,4,4,5,0,0,1.2,2.8,10.2,14.0,4.0,5.6,3.2,6.0,0.2,27
2025-03-15,Ipswich,2,4,A,11,11,4,6,6,3,0,1,1.0,2.2,12.6,14.6,5.0,5.2,3.2,6.4,0.2,28
2025-04-02,Ipswich,2,1,A,10,24,2,7,3,8,3,0,1.2,2.6,11.8,15.0,4.6,5.6,4.2,6.6,0.2,29
2025-04-05,Ipswich,1,2,A,6,22,2,7,4,8,0,1,1.4,2.6,13.0,14.8,4.4,5.8,4.6,5.0,0.6,30
2025-04-13,Ipswich,2,2,D,13,34,4,9,4,15,1,0,1.4,2.2,10.8,17.2,3.8,6.0,4.6,5.8,0.6,31
2025-04-20,Ipswich,0,4,A,4,24,0,7,0,12,0,1,1.4,2.0,11.0,22.0,4.0,6.6,4.2,7.8,0.8,32
2025-04-26,Ipswich,0,3,H,4,25,0,5,2,11,0,0,1.4,2.6,8.8,23.0,2.4,7.2,3.4,9.2,0.8,33
2025-05-03,Ipswich,2,2,D,12,8,5,3,3,3,1,0,1.0,2.4,7.4,25.8,1.6,7.0,2.6,10.8,0.8,34
2025-05-10,Ipswich,0,1,A,11,15,4,5,5,6,0,1,1.0,2.6,7.8,22.6,2.2,6.2,2.6,9.8,0.4,35
2025-05-18,Ipswich,0,2,H,20,9,2,3,2,2,0,0,0.8,2.4,8.8,21.2,2.6,5.8,2.8,9.4,0.4,36
2025-05-25,Ipswich,1,3,A,14,10,4,6,4,0,0,1,0.4,2.4,10.2,16.2,2.2,4.6,2.4,6.8,0.2,37
2022-08-06,Leeds,2,1,H,12,15,4,6,6,4,3,1,,,,,,,,,,0
2022-08-13,Leeds,2,2,D,13,14,5,4,5,2,1,0,2.0,1.0,12.0,15.0,4.0,6.0,6.0,4.0,3.0,1
2022-08-21,Leeds,3,0,H,12,14,6,3,4,6,3,1,2.0,1.5,12.5,14.5,4.5,5.0,5.5,3.0,2.0,2
2022-08-27,Leeds,0,1,H,10,13,2,4,3,5,0,0,2.3333333333333335,1.0,12.333333333333334,14.333333333333334,5.0,4.333333333333333,5.0,4.0,2.3333333333333335,3
2022-08-30,Leeds,1,1,D,14,7,5,2,10,2,1,1,1.75,1.0,11.75,14.0,4.25,4.25,4.5,4.25,1.75,4
2022-09-03,Leeds,2,5,H,17,14,6,8,6,2,0,0,1.6,1.0,12.2,12.6,4.4,3.8,5.6,3.8,1.6,5
2022-10-02,Leeds,0,0,D,9,19,1,7,2,9,1,1,1.6,1.8,13.2,12.4,4.8,4.2,5.6,3.4,1.0,6
2022-10-09,Leeds,1,2,H,10,13,4,5,3,5,0,0,1.2,1.4,12.4,13.4,4.0,4.8,5.0,4.8,1.0,7
2022-10-16,Leeds,0,1,A,16,9,4,4,6,3,0,1,0.8,1.8,12.0,13.2,3.6,5.2,4.8,4.6,0.4,8
2022-10-20,Leeds,0,2,H,14,5,2,1,9,2,0,0,0.8,1.8,13.2,12.4,4.0,5.2,5.4,4.2,0.4,9
2022-10-23,Leeds,2,3,A,14,11,5,5,3,6,0,1,0.6,2.0,13.2,12.0,3.4,5.0,5.2,4.2,0.2,10
2022-10-29,Leeds,2,1,A,14,22,6,10,5,14,3,0,0.6,1.6,12.6,11.4,3.2,4.4,4.6,5.0,0.2,11
2022-11-05,Leeds,4,3,H,18,9,4,6,13,3,3,1,1.0,1.8,13.6,12.0,4.2,5.0,5.2,6.0,0.6,12
2022-11-12,Leeds,3,4,H,12,14,5,8,2,9,0,0,1.6,2.0,15.2,11.2,4.2,5.2,7.2,5.6,1.2,13
2022-12-28,Leeds,1,3,A,9,26,1,9,3,5,0,1,2.2,2.6,14.4,12.2,4.4,6.0,6.4,6.8,1.2,14
2022-12-31,Leeds,0,0,D,8,16,1,5,3,9,1,0,2.4,2.8,13.4,16.4,4.2,7.6,5.2,7.4,1.2,15
2023-01-04,Leeds,2,2,D,14,15,6,2,8,1,1,1,2.0,2.2,12.2,17.4,3.4,7.6,5.2,8.0,1.4,16
2023-01-13,Leeds,1,2,H,16,11,4,5,11,0,0,0,2.0,2.4,12.2,16.0,3.4,6.0,5.8,5.4,1.0,17
2023-01-22,Leeds,0,0,D,9,6,5,0,2,3,1,1,1.4,2.2,11.8,16.4,3.4,5.8,5.4,4.8,0.4,18
2023-02-05,Leeds,0,1,H,10,6,4,2,2,0,0,0,0.8,1.4,11.2,14.8,3.4,4.2,5.4,3.6,0.6,19
2023-02-08,Leeds,2,2,D,8,24,2,7,5,6,1,0,0.6,1.0,11.4,10.8,4.0,2.8,5.2,2.6,0.6,20
2023-02-12,Leeds,0,2,A,16,11,6,5,7,3,0,1,1.0,1.4,11.4,12.4,4.2,3.2,5.6,2.0,0.6,21
2023-02-18,Leeds,0,1,H,8,15,0,6,4,6,0,0,0.6,1.4,11.8,11.6,4.2,3.8,5.4,2.4,0.4,22
2023-02-25,Leeds,1,0,H,14,8,4,2,9,2,3,1,0.4,1.2,10.2,12.4,3.4,4.0,4.0,3.6,0.4,23
2023-03-04,Leeds,0,1,H,11,13,2,3,7,5,0,0,0.6,1.2,11.2,12.8,3.2,4.4,5.4,3.4,0.8,24
2023-03-11,Leeds,2,2,D,12,14,4,2,4,7,1,1,0.6,1.2,11.4,14.2,2.8,4.6,6.4,4.4,0.8,25
2023-03-18,Leeds,4,2,A,11,23,4,8,4,5,3,0,0.6,1.2,12.2,12.2,3.2,3.6,6.2,4.6,0.8,26
2023-04-01,Leeds,1,4,H,7,13,5,6,3,4,0,0,1.4,1.2,11.2,14.6,2.8,4.2,5.6,5.0,1.4,27
2023-04-04,Leeds,2,1,H,21,13,6,1,11,4,3,1,1.6,1.8,11.0,14.2,3.8,4.2,5.4,4.6,1.4,28
2023-04-09,Leeds,1,5,A,11,16,7,8,2,4,0,1,1.8,2.0,12.4,15.2,4.2,4.0,5.8,5.0,1.4,29
2023-04-17,Leeds,1,6,A,13,13,3,7,4,2,0,1,2.0,2.8,12.4,15.8,5.2,5.0,4.8,4.8,1.4,30
2023-04-22,Leeds,1,2,H,10,12,2,5,6,8,0,0,1.8,3.6,12.6,15.6,5.0,6.0,4.8,3.8,1.2,31
2023-04-25,Leeds,1,1,D,13,15,3,3,3,6,1,1,1.2,3.6,12.4,13.4,4.6,5.4,5.2,4.4,0.6,32
2023-04-30,Leeds,1,4,H,15,12,6,7,6,2,0,0,1.2,3.0,13.6,13.8,4.2,4.8,5.2,4.8,0.8,33
2023-05-06,Leeds,1,2,H,4,18,2,6,1,10,0,0,1.0,3.6,12.4,13.6,4.2,6.0,4.2,4.4,0.2,34
2023-05-13,Leeds,2,2,D,9,18,4,5,2,6,1,1,1.0,3.0,11.0,14.0,3.2,5.6,4.0,5.6,0.2,35
2023-05-21,Leeds,1,3,H,12,19,3,9,5,9,0,0,1.2,2.2,10.2,15.0,3.4,5.2,3.6,6.4,0.4,36
2023-05-28,Leeds,1,4,A,19,11,2,7,12,3,0,1,1.2,2.4,10.6,16.4,3.6,6.0,3.4,6.6,0.4,37
2025-08-18,Leeds,1,0,H,21,7,3,1,7,2,3,1,1.2,3.0,11.8,15.6,3.4,6.8,5.2,6.0,0.2,38
2025-08-23,Leeds,0,5,H,3,18,1,5,2,2,0,0,1.2,2.2,13.0,14.6,2.8,5.6,5.4,6.0,0.8,39
2025-08-30,Leeds,0,0,D,10,8,1,2,5,5,1,1,1.0,2.8,12.8,14.6,2.6,5.4,5.6,4.4,0.8,40
2025-09-13,Leeds,0,1,H,10,5,3,3,3,3,0,0,0.6,2.4,13.0,12.6,2.0,4.8,6.2,4.2,0.8,41
2025-09-20,Leeds,3,1,A,6,16,4,6,0,4,3,0,0.4,2.0,12.6,9.8,2.0,3.6,5.8,3.0,0.8,42
2025-09-27,Leeds,2,2,D,19,12,8,5,7,4,1,1,0.8,1.4,10.0,10.8,2.4,3.4,3.4,3.2,1.4,43
2025-10-04,Leeds,1,2,A,16,9,4,3,4,1,0,1,1.0,1.8,9.6,11.8,3.4,4.2,3.4,3.6,1.0,44
2025-10-18,Leeds,0,2,H,19,4,4,3,5,1,0,0,1.2,1.2,12.2,10.0,4.0,3.8,3.8,3.4,1.0,45
2025-10-24,Leeds,2,1,H,13,9,5,3,3,4,3,1,1.2,1.6,14.0,9.2,4.6,4.0,3.8,2.6,0.8,46
2025-11-01,Leeds,0,3,H,5,14,2,7,7,4,0,0,1.6,1.6,14.6,10.0,5.0,4.0,3.8,2.8,1.4,47
2025-11-09,Leeds,1,3,H,10,14,3,6,4,6,0,0,1.0,2.0,14.4,9.6,4.6,4.2,5.2,2.8,0.8,48
2025-11-23,Leeds,1,2,A,14,14,5,3,3,3,0,1,0.8,2.2,12.6,10.0,3.6,4.4,4.6,3.2,0.6,49
2025-11-29,Leeds,2,3,H,9,18,4,9,1,8,0,0,0.8,2.2,12.2,11.0,3.8,4.4,4.4,3.6,0.6,50
2025-12-03,Leeds,3,1,H,17,14,5,2,4,2,3,1,1.2,2.4,10.2,13.8,3.8,5.6,3.6,5.0,0.6,51
2025-12-06,Leeds,3,3,D,12,16,5,7,5,4,1,1,1.4,2.4,11.0,14.8,3.8,5.4,3.8,4.6,0.6,52
2025-12-14,Leeds,1,1,D,18,7,4,2,3,0,1,0,2.0,2.4,12.4,15.2,4.4,5.4,3.4,4.6,0.8,53
2025-12-20,Leeds,4,1,H,20,9,8,3,9,5,3,1,2.0,2.0,14.0,13.8,4.6,4.6,3.2,3.4,1.0,54
2025-12-28,Leeds,1,1,D,17,8,6,3,9,3,1,0,2.6,1.8,15.2,12.8,5.2,4.6,4.4,3.8,1.6,55
2026-01-01,Leeds,0,0,D,4,19,2,4,3,8,1,0,2.4,1.4,16.8,10.8,5.6,3.4,6.0,2.8,1.8,56
2026-01-04,Leeds,1,1,D,11,15,3,2,6,4,1,1,1.8,1.2,14.2,11.8,5.0,3.8,5.8,4.0,1.4,57
2026-01-07,Leeds,3,4,H,14,18,6,8,4,8,0,0,1.4,0.8,14.0,11.6,4.6,2.8,6.0,4.0,1.4,58
2026-01-17,Leeds,1,0,H,14,8,5,1,7,3,3,1,1.8,1.4,13.2,13.8,5.0,4.0,6.2,5.6,1.2,59
2026-01-26,Leeds,1,1,D,14,10,4,3,4,4,1,0,1.2,1.2,12.0,13.6,4.4,3.6,5.8,5.2,1.2,60
2026-01-31,Leeds,0,4,A,3,14,1,8,4,12,0,1,1.2,1.2,11.4,14.0,4.0,3.6,4.8,5.4,1.2,61
2026-02-06,Leeds,3,1,H,14,16,5,6,5,10,3,1,1.2,2.0,11.2,13.0,3.8,4.4,5.0,6.2,1.0,62
2026-02-10,Leeds,2,2,D,4,19,2,4,1,4,1,0,1.6,2.0,11.8,13.2,4.2,5.2,4.8,7.4,1.4,63
2026-02-21,Leeds,1,1,D,14,16,4,4,2,7,1,0,1.4,1.6,9.8,13.4,3.4,4.4,4.2,6.6,1.6,64
2026-02-28,Leeds,0,1,A,14,14,2,5,5,3,0,1,1.4,1.8,9.8,15.0,3.2,5.0,3.2,7.4,1.2,65
2026-03-03,Leeds,0,1,A,18,3,4,1,9,2,0,1,1.2,1.8,9.8,15.8,2.8,5.4,3.4,7.2,1.0,66
2026-03-15,Leeds,0,0,D,10,12,3,0,3,8,1,0,1.2,1.2,12.8,13.6,3.4,4.0,4.4,5.2,1.0,67
2026-03-21,Leeds,0,0,D,14,6,4,2,6,2,1,1,0.6,1.0,12.0,12.8,3.0,2.8,4.0,4.8,0.6,68
2026-04-13,Leeds,2,1,A,15,20,6,9,4,11,3,0,0.2,0.6,14.0,10.2,3.4,2.4,5.0,4.4,0.6,69
2026-04-18,Leeds,3,0,H,17,7,6,2,5,6,3,1,0.4,0.6,14.2,11.0,3.8,3.4,5.4,5.2,1.0,70
2026-04-22,Leeds,2,2,D,10,17,3,7,1,12,1,0,1.0,0.4,14.8,9.6,4.6,2.8,5.4,5.8,1.6,71
2026-05-01,Leeds,3,1,H,18,9,8,3,5,0,3,1,1.4,0.6,13.2,12.4,4.4,4.0,3.8,7.8,1.8,72
2026-05-11,Leeds,1,1,D,11,16,4,3,2,14,1,0,2.0,0.8,14.8,11.8,5.4,4.6,4.2,6.2,2.2,73
2026-05-17,Leeds,1,0,H,7,19,1,8,7,8,3,1,2.2,1.0,14.2,13.8,5.4,4.8,3.4,8.6,2.2,74
2026-05-24,Leeds,0,3,H,13,16,3,9,4,6,0,0,2.0,0.8,12.6,13.6,4.4,4.6,4.0,8.0,2.2,75
2022-08-07,Leicester,2,2,D,14,8,5,3,5,6,1,1,,,,,,,,,,0
2022-08-13,Leicester,2,4,H,6,19,2,7,2,6,0,0,2.0,2.0,14.0,8.0,5.0,3.0,5.0,6.0,1.0,1
2022-08-20,Leicester,1,2,A,6,9,1,3,2,5,0,1,2.0,3.0,10.0,13.5,3.5,5.0,3.5,6.0,0.5,2
2022-08-27,Leicester,1,2,H,17,7,5,3,11,3,0,0,1.6666666666666667,2.6666666666666665,8.666666666666666,12.0,2.6666666666666665,4.333333333333333,3.0,5.666666666666667,0.3333333333333333,3
2022-09-01,Leicester,0,1,A,10,9,2,2,1,3,0,1,1.5,2.5,10.75,10.75,3.25,4.0,5.0,5.0,0.25,4
2022-09-04,Leicester,2,5,H,6,23,4,11,1,10,0,0,1.2,2.2,10.6,10.4,3.0,3.6,4.2,4.6,0.2,5
2022-09-17,Leicester,2,6,H,19,16,7,11,1,6,0,0,1.2,2.8,9.0,13.4,2.8,5.2,3.4,5.4,0.0,6
2022-10-03,Leicester,4,0,H,17,10,7,3,6,6,3,1,1.2,3.2,11.6,12.8,3.8,6.0,3.2,5.4,0.0,7
2022-10-08,Leicester,1,2,H,9,10,5,4,2,7,0,0,1.8,2.8,13.8,13.0,5.0,6.0,4.0,5.6,0.6,8
2022-10-15,Leicester,0,0,D,14,8,5,1,9,2,1,1,1.8,2.8,12.2,13.6,5.0,6.2,2.2,6.4,0.6,9
2022-10-20,Leicester,2,0,H,5,14,1,2,2,9,3,1,1.8,2.6,13.0,13.4,5.6,6.0,3.8,6.2,0.8,10
2022-10-23,Leicester,4,0,A,5,21,4,5,2,9,3,0,1.8,1.6,12.8,11.6,5.0,4.2,4.0,6.0,1.4,11
2022-10-29,Leicester,0,1,A,10,15,5,5,3,10,0,1,2.2,0.4,10.0,12.6,4.4,3.0,4.2,6.6,2.0,12
2022-11-05,Leicester,2,0,A,22,12,8,2,3,8,3,0,1.4,0.6,8.6,13.6,4.0,3.4,3.6,7.4,1.4,13
2022-11-12,Leicester,2,0,A,9,18,6,6,2,7,3,0,1.6,0.2,11.2,14.0,4.6,3.0,3.8,7.6,2.0,14
2022-12-26,Leicester,0,3,A,8,12,2,5,5,5,0,1,2.0,0.2,10.2,16.0,4.8,4.0,2.4,8.6,2.4,15
2022-12-30,Leicester,1,2,H,7,21,2,5,5,4,0,0,1.6,0.8,10.8,15.6,5.0,4.6,3.0,7.8,1.8,16
2023-01-03,Leicester,0,1,A,15,11,6,2,6,3,0,1,1.0,1.2,11.2,15.6,4.6,4.6,3.6,6.8,1.2,17
2023-01-14,Leicester,0,2,H,6,15,1,5,5,3,0,0,1.0,1.2,12.2,14.8,4.8,4.0,4.2,5.4,1.2,18
2023-01-21,Leicester,2,2,D,9,13,2,4,5,6,1,1,0.6,1.6,9.0,15.4,3.4,4.6,4.6,4.4,0.6,19
2023-02-04,Leicester,4,2,A,9,19,5,4,3,11,3,0,0.6,2.0,9.0,14.4,2.6,4.2,5.2,4.2,0.2,20
2023-02-11,Leicester,4,1,H,15,11,7,4,1,5,3,1,1.4,1.8,9.2,15.8,3.2,4.0,4.8,5.4,0.8,21
2023-02-19,Leicester,0,3,H,19,26,3,8,6,6,0,0,2.0,1.6,10.8,13.8,4.2,3.8,4.0,5.6,1.4,22
2023-02-25,Leicester,0,1,A,1,10,0,2,0,8,0,1,2.0,2.0,11.6,16.8,3.6,5.0,4.0,6.2,1.4,23
2023-03-04,Leicester,0,1,H,11,11,0,5,4,3,0,0,2.0,1.8,10.6,15.8,3.4,4.4,3.0,7.2,1.4,24
2023-03-11,Leicester,1,3,A,17,12,7,6,2,5,0,1,1.6,1.6,11.0,15.4,3.0,4.6,2.8,6.6,1.2,25
2023-03-18,Leicester,1,1,D,14,11,1,2,4,8,1,0,1.0,1.8,12.6,14.0,3.4,5.0,2.6,5.4,0.6,26
2023-04-01,Leicester,1,2,H,3,31,2,9,1,10,0,0,0.4,1.8,12.4,14.0,2.2,4.6,3.2,6.0,0.2,27
2023-04-04,Leicester,1,2,A,9,15,4,5,4,8,0,1,0.6,1.6,9.2,15.0,2.0,4.8,2.2,6.8,0.2,28
2023-04-08,Leicester,0,1,A,14,19,4,7,6,6,0,1,0.8,1.8,10.8,16.0,2.8,5.4,3.0,6.8,0.2,29
2023-04-15,Leicester,1,3,H,10,12,4,4,2,6,0,0,0.8,1.8,11.4,17.6,3.6,5.8,3.4,7.4,0.2,30
2023-04-22,Leicester,2,1,H,15,16,8,3,1,7,3,1,0.8,1.8,10.0,17.6,3.0,5.4,3.4,7.6,0.2,31
2023-04-25,Leicester,1,1,D,15,13,3,3,6,3,1,0,1.0,1.8,10.2,18.6,4.4,5.6,2.8,7.4,0.6,32
2023-05-01,Leicester,2,2,D,15,23,6,8,2,9,1,1,1.0,1.6,12.6,15.0,4.6,4.4,3.8,6.0,0.8,33
2023-05-08,Leicester,3,5,H,18,17,9,7,7,2,0,0,1.2,1.6,13.8,16.6,5.0,5.0,3.4,6.2,1.0,34
2023-05-15,Leicester,0,3,A,4,16,4,5,4,4,0,1,1.8,2.4,14.6,16.2,6.0,5.0,3.6,5.4,1.0,35
2023-05-22,Leicester,0,0,D,1,23,1,4,1,12,1,0,1.6,2.4,13.4,17.0,6.0,5.2,4.0,5.0,1.0,36
2023-05-28,Leicester,2,1,H,13,16,4,3,3,5,3,1,1.2,2.2,10.6,18.4,4.6,5.4,4.0,6.0,0.6,37
2024-08-19,Leicester,1,1,D,7,15,3,7,2,13,1,1,1.4,2.2,10.2,19.0,4.8,5.4,3.4,6.4,1.0,38
2024-08-24,Leicester,1,2,H,10,18,4,6,5,7,0,0,1.2,2.0,8.6,17.4,4.2,5.2,3.4,7.2,1.0,39
2024-08-31,Leicester,1,2,A,9,10,3,5,1,4,0,1,0.8,1.4,7.0,17.6,3.2,5.0,3.0,8.2,1.0,40
2024-09-14,Leicester,2,2,D,9,20,4,4,2,5,1,0,1.0,1.2,8.0,16.4,3.0,5.0,2.4,8.2,1.0,41
2024-09-21,Leicester,1,1,D,12,16,2,5,6,1,1,1,1.4,1.6,9.6,15.8,3.6,5.0,2.6,6.8,1.0,42
2024-09-28,Leicester,2,4,H,5,36,3,16,0,17,0,0,1.2,1.6,9.4,15.8,3.2,5.4,3.2,6.0,0.6,43
2024-10-05,Leicester,1,0,H,6,17,2,2,0,9,3,1,1.4,2.2,9.0,20.0,3.2,7.2,2.8,6.8,0.4,44
2024-10-19,Leicester,3,2,A,18,14,4,7,6,10,3,0,1.4,1.8,8.2,19.8,2.8,6.4,1.8,7.2,1.0,45
2024-10-25,Leicester,1,3,A,11,20,1,5,6,7,0,1,1.8,1.8,10.0,20.6,3.0,6.8,2.8,8.4,1.6,46
2024-11-02,Leicester,1,1,D,20,14,6,2,6,4,1,0,1.6,2.0,10.4,20.6,2.4,7.0,3.6,8.8,1.4,47
2024-11-10,Leicester,0,3,H,6,13,5,3,5,1,0,0,1.6,2.0,12.0,20.2,3.2,6.4,3.6,9.4,1.4,48
2024-11-23,Leicester,1,2,A,4,16,1,7,2,9,0,1,1.2,1.8,12.2,15.6,3.6,3.8,4.6,6.2,1.4,49
2024-11-30,Leicester,1,4,H,7,13,3,6,4,5,0,0,1.2,2.2,11.8,15.4,3.4,4.8,5.0,6.2,0.8,50
2024-12-03,Leicester,3,1,H,8,31,6,10,3,9,3,1,0.8,2.6,9.6,15.2,3.2,4.6,4.6,5.2,0.2,51
2024-12-08,Leicester,2,2,D,10,16,3,7,5,5,1,1,1.2,2.2,9.0,17.4,4.2,5.6,4.0,5.6,0.8,52
2024-12-14,Leicester,0,4,H,4,27,1,11,2,5,0,0,1.4,2.4,7.0,17.8,3.6,6.6,3.8,5.8,0.8,53
2024-12-22,Leicester,0,3,A,9,8,5,4,6,1,0,1,1.4,2.6,6.6,20.6,2.8,8.2,3.2,6.6,0.8,54
2024-12-26,Leicester,1,3,H,4,19,1,7,1,14,0,0,1.2,2.8,7.6,19.0,3.6,7.6,4.0,5.0,0.8,55
2024-12-29,Leicester,0,2,A,11,14,4,5,4,4,0,1,1.2,2.6,7.0,20.2,3.2,7.8,3.4,6.8,0.8,56
2025-01-04,Leicester,1,2,H,4,13,2,5,2,7,0,0,0.6,2.8,7.6,16.8,2.8,6.8,3.6,5.8,0.2,57
2025-01-15,Leicester,0,2,A,21,9,4,4,4,3,0,1,0.4,2.8,6.4,16.2,2.6,6.4,3.0,6.2,0.0,58
2025-01-18,Leicester,0,2,A,8,17,4,2,5,2,0,1,0.4,2.4,9.8,12.6,3.2,5.0,3.4,5.8,0.0,59
2025-01-26,Leicester,2,1,A,12,15,3,6,4,6,3,0,0.4,2.2,9.6,14.4,3.0,4.6,3.2,6.0,0.0,60
2025-02-01,Leicester,0,4,H,9,13,1,7,6,5,0,0,0.6,1.8,11.2,13.6,3.4,4.4,3.8,4.4,0.6,61
2025-02-15,Leicester,0,2,A,6,11,2,5,3,7,0,1,0.6,2.2,10.8,13.4,2.8,4.8,4.2,4.6,0.6,62
2025-02-21,Leicester,0,4,A,8,14,3,6,5,6,0,1,0.4,2.2,11.2,13.0,2.8,4.8,4.4,4.6,0.6,63
2025-02-27,Leicester,0,2,H,10,8,2,2,3,3,0,0,0.4,2.6,8.6,14.0,2.6,5.2,4.6,5.2,0.6,64
2025-03-09,Leicester,0,1,H,3,20,3,7,2,12,0,0,0.4,2.6,9.0,12.2,2.2,5.2,4.2,5.4,0.6,65
2025-03-16,Leicester,0,3,A,11,18,3,5,6,4,0,1,0.0,2.6,7.2,13.2,2.2,5.4,3.8,6.6,0.0,66
2025-04-02,Leicester,0,2,H,2,18,0,5,0,5,0,0,0.0,2.4,7.6,14.2,2.6,5.0,3.8,6.4,0.0,67
2025-04-07,Leicester,0,3,A,7,16,2,5,12,2,0,1,0.0,2.4,6.8,15.6,2.2,5.0,3.2,6.0,0.0,68
2025-04-12,Leicester,2,2,D,15,21,6,7,6,3,1,0,0.0,2.2,6.6,16.0,2.0,4.8,4.6,5.2,0.0,69
2025-04-20,Leicester,0,1,A,5,28,0,10,1,13,0,1,0.4,2.2,7.6,18.6,2.8,5.8,5.2,5.2,0.2,70
2025-04-26,Leicester,0,3,H,8,20,2,6,2,4,0,0,0.4,2.2,8.0,20.2,2.2,6.4,5.0,5.4,0.2,71
2025-05-03,Leicester,2,0,H,14,8,4,2,7,7,3,1,0.4,2.2,7.4,20.6,2.0,6.6,4.2,5.4,0.2,72
2025-05-11,Leicester,2,2,D,10,15,6,4,4,4,1,0,0.8,1.8,9.8,18.6,2.8,6.0,5.6,5.8,0.8,73
2025-05-18,Leicester,2,0,H,9,20,3,2,2,2,3,1,1.2,1.6,10.4,18.4,3.6,5.8,4.0,6.2,1.0,74
2025-05-25,Leicester,0,2,H,3,20,0,7,1,6,0,0,1.2,1.2,9.2,18.2,3.0,4.8,3.2,6.0,1.4,75
2022-08-06,Liverpool,2,2,D,11,9,4,3,4,4,1,0,,,,,,,,,,0
2022-08-15,Liverpool,1,1,D,24,7,4,3,4,2,1,1,2.0,2.0,11.0,9.0,4.0,3.0,4.0,4.0,1.0,1
2022-08-22,Liverpool,1,2,H,17,12,5,4,8,6,0,0,1.5,1.5,17.5,8.0,4.0,3.0,4.0,3.0,1.0,2
2022-08-27,Liverpool,9,0,H,19,5,12,2,8,1,3,1,1.3333333333333333,1.6666666666666667,17.333333333333332,9.333333333333334,4.333333333333333,3.3333333333333335,5.333333333333333,4.0,0.6666666666666666,3
